ID;rating
5001;0.864943171955617
5002;0.834569823282596
5003;0.128138343914266
5004;0.443260251677431
5005;0.95
5006;0.785364708601475
5007;0.95
5008;0.708313580452428
5009;0.95
5010;0.793804989629877
5011;0.839745774379276
5012;0.685802122994199
5013;0.868608273233923
5014;0.890101632649963
5015;0.95
5016;0.893006773298739
5017;0.95
5018;0.841402804052498
5019;0.765731840779841
5020;0.86342070082232
5021;0.95
5022;0.879759376316618
5023;0.904578817013959
5024;0.818965408896236
5025;0.292083528747784
5026;0.918876853133571
5027;0.899841120677735
5028;0.95
5029;0.95
5030;0.922289799854853
5031;0.825952853964672
5032;0.61266625285962
5033;0.74159709670297
5034;0.832669563713218
5035;0.422775415199713
5036;0.637721993631119
5037;0.95
5038;0.76605569973923
5039;0.244097922652159
5040;0.492685432519302
5041;0.95
5042;0.797412124614431
5043;0.91188501605499
5044;0.95
5045;0.8324005706313
5046;0.538433933924193
5047;0.866521416358555
5048;0.95
5049;0.895386664548288
5050;0.759110784303805
5051;0.95
5052;0.264038893894547
5053;0.726211958304608
5054;0.619769102565923
5055;0.05
5056;0.637967020338777
5057;0.587375224941169
5058;0.781237515235216
5059;0.722624318824275
5060;0.95
5061;0.881912963240602
5062;0.896353861954979
5063;0.609366145050812
5064;0.929180181599933
5065;0.95
5066;0.878700044012967
5067;0.922007557978361
5068;0.95
5069;0.928912511258094
5070;0.681242218371325
5071;0.806472965745798
5072;0.381262119493634
5073;0.95
5074;0.467950875001259
5075;0.95
5076;0.718854203936258
5077;0.95
5078;0.481921762248386
5079;0.737974298688365
5080;0.690486594929113
5081;0.95
5082;0.557448410428969
5083;0.598501575469986
5084;0.700283847942565
5085;0.839880810454456
5086;0.95
5087;0.95
5088;0.199285308747685
5089;0.62738850725302
5090;0.627341962882823
5091;0.95
5092;0.856166966391418
5093;0.904239689127373
5094;0.779933212189251
5095;0.508529332594262
5096;0.843511461386018
5097;0.95
5098;0.95
5099;0.676965909715499
5100;0.676286930970562
5101;0.355807914859804
5102;0.719357005366099
5103;0.95
5104;0.873348655275083
5105;0.95
5106;0.70025410188635
5107;0.767736740826487
5108;0.467878425254384
5109;0.95
5110;0.312183945422932
5111;0.95
5112;0.760483659453762
5113;0.745970022491587
5114;0.888435068548664
5115;0.95
5116;0.95
5117;0.20183213626982
5118;0.755212803086733
5119;0.89607315723691
5120;0.721541555702217
5121;0.943017443255842
5122;0.689098962767016
5123;0.746688077077479
5124;0.758938929573499
5125;0.95
5126;0.771148016210326
5127;0.273613803468801
5128;0.791269471772132
5129;0.716954607779462
5130;0.86098902757665
5131;0.826699917817951
5132;0.790838338697411
5133;0.922966821250767
5134;0.211410798637535
5135;0.878765407409247
5136;0.895822845709122
5137;0.855973233027317
5138;0.95
5139;0.72259426149929
5140;0.392143624154888
5141;0.846060803968959
5142;0.714617817500554
5143;0.0796596386043711
5144;0.61402858793977
5145;0.850578171285991
5146;0.81079038729245
5147;0.512159642304946
5148;0.784161352555932
5149;0.95
5150;0.95
5151;0.847240561739183
5152;0.756898314118161
5153;0.95
5154;0.715298425837411
5155;0.7568950737553
5156;0.882216167568168
5157;0.384748392316799
5158;0.84850113800466
5159;0.677129334533326
5160;0.95
5161;0.717415314477106
5162;0.841588695972391
5163;0.869139875595252
5164;0.442373399331736
5165;0.656277026058907
5166;0.90978774269386
5167;0.512397588267721
5168;0.95
5169;0.794359625176628
5170;0.602148905349879
5171;0.911054813469461
5172;0.902063749988191
5173;0.672476638298401
5174;0.445440571127916
