ID,vote
5001,0.55
5002,2.55
5003,1.0
5004,2.0
5005,0.75
5006,0.895541874486
5007,2.35
5008,0.4
5009,4.25
5010,3.75
5011,3.88888888889
5012,2.9
5013,1.76122762937
5014,3.35
5015,5.0
5016,1.88888888889
5017,5.15524289953
5018,3.99507687603
5019,1.65
5020,4.15
5021,2.65
5022,5.55
5023,2.7
5024,0.35
5025,0.65
5026,0.483289710191
5027,1.34996392029
5028,3.8
5029,1.05
5030,2.22664837222
5031,2.41666666667
5032,1.62068965517
5033,1.55
5034,3.62343794509
5035,3.0
5036,3.4
5037,4.95
5038,3.45
5039,4.15
5040,1.5
5041,8.4630997359
5042,2.66459754554
5043,4.72727272727
5044,4.8
5045,0.95
5046,1.21572382146
5047,2.9
5048,1.3
5049,5.0
5050,6.2
5051,0.75
5052,2.35
5053,2.00462254039
5054,2.8
5055,5.24767223874
5056,3.6
5057,0.7
5058,1.15
5059,4.06882396709
5060,1.86290447225
5061,0.807692307692
5062,4.3
5063,1.61004399839
5064,3.28571428571
5065,1.0
5066,2.4
5067,0.763794844352
5068,1.32249637644
5069,3.0
5070,0.76
5071,0.895541874486
5072,2.1
5073,3.54145905075
5074,1.75
5075,3.50186800671
5076,1.5
5077,1.55555555556
5078,2.5
5079,0.166666666667
5080,3.45
5081,5.63636363636
5082,0.95
5083,2.2
5084,3.8
5085,5.0
5086,5.2
5087,1.13188079929
5088,3.14014419993
5089,5.45
5090,1.7
5091,1.4199514746
5092,2.6
5093,1.9
5094,5.85
5095,5.0
5096,2.91666666667
5097,2.85714285714
5098,4.59545724898
5099,5.82080458573
5100,3.6
5101,2.05056993155
5102,3.05
5103,5.45
5104,1.93808194032
5105,2.3
5106,2.15
5107,2.85714285714
5108,0.85289702332
5109,2.0
5110,5.95
5111,1.25
5112,2.80594416735
5113,0.895541874486
5114,1.05
5115,2.55
5116,1.08836556999
5117,2.56670865546
5118,6.46271147185
5119,3.65
5120,3.85208781932
5121,0.830079064527
5122,4.42214050686
5123,2.68993673166
5124,5.3
5125,3.18575417905
5126,1.20833333333
5127,3.6
5128,0.7
5129,3.55
5130,0.9
5131,4.8
5132,6.31245490036
5133,4.8
5134,3.11111111111
5135,2.82901074815
5136,0.8
5137,3.2
5138,4.81089325905
5139,3.0
5140,2.92307692308
5141,0.857142857143
5142,8.5
5143,0.55
5144,3.5
5145,2.95
5146,0.906733848729
5147,4.5
5148,2.85
5149,8.45
5150,3.69371178428
5151,4.0
5152,3.75
5153,2.8
5154,3.35
5155,3.87616388063
5156,2.0
5157,2.35
5158,7.1
5159,1.7
5160,2.4
5161,2.06764240169
5162,5.30479058924
5163,0.543032347215
5164,2.95
5165,2.15
5166,1.2
5167,1.44992493964
5168,3.91040229287
5169,1.0
5170,1.92857142857
5171,0.958333333333
5172,2.68045197055
5173,2.4
5174,1.0
5175,3.7
5176,5.45
5177,2.15
5178,6.67750362356
5179,2.65
5180,2.35
5181,4.25
5182,4.2
5183,0.45
5184,0.9
5185,2.27272727273
5186,2.0
5187,2.45
5188,2.1
5189,1.0
5190,4.45718588387
5191,4.7
5192,3.3
5193,2.0
5194,1.46666666667
5195,4.74728398852
5196,3.5
5197,2.7
5198,1.75
5199,0.938186725652
5200,1.3
5201,1.85
5202,4.8
5203,1.55555555556
5204,0.95
5205,5.83495269838
5206,1.55
5207,2.20833333333
5208,1.95
5209,3.45
5210,4.0
5211,3.73333333333
5212,2.4
5213,1.51612903226
5214,1.1
5215,2.16504730162
5216,3.0
5217,3.85
5218,4.33333333333
5219,3.5
5220,5.2
5221,5.25
5222,1.40728008848
5223,2.35912781642
5224,1.0
5225,0.964194754954
5226,0.0
5227,2.25
5228,1.1
5229,1.8
5230,2.5
5231,0.4
5232,2.8
5233,2.2
5234,2.9
5235,5.91688297213
5236,3.3
5237,2.0
5238,5.91009854061
5239,1.1
5240,1.25
5241,4.8
5242,6.05
5243,0.9
5244,4.34281411613
5245,1.8
5246,4.27427334615
5247,1.33333333333
5248,4.7
5249,1.05
5250,6.6
5251,1.6
5252,3.73041031773
5253,4.81089325905
5254,2.85
5255,1.70654942241
5256,1.5
5257,1.05
5258,1.3
5259,4.3
5260,2.44444444444
5261,6.65022518107
5262,1.05
5263,0.574813546989
5264,0.55
5265,1.0
5266,0.8
5267,2.28556769699
5268,3.45
5269,4.0
5270,3.95807848892
5271,2.2
5272,1.3
5273,3.49575567759
5274,2.9
5275,0.712665688444
5276,6.42983138482
5277,3.4
5278,2.9
5279,3.35
5280,3.0
5281,3.09335341247
5282,3.9
5283,3.6
5284,2.66666666667
5285,1.05785615685
5286,3.55
5287,1.33685080453
5288,1.3
5289,0.85
5290,1.65
5291,2.15384615385
5292,3.75
5293,7.2
5294,8.0
5295,1.45
5296,6.05
5297,1.83333333333
5298,2.45
5299,1.5
5300,5.6
5301,1.9
5302,8.625
5303,4.0
5304,4.2
5305,1.5090470251
5306,5.0
5307,2.55
5308,0.579209470752
5309,1.1
5310,1.32734938257
5311,1.65
5312,4.55
5313,3.92
5314,3.95
5315,0.65
5316,3.6
5317,5.05
5318,4.77140705807
5319,1.46153846154
5320,0.478260869565
5321,1.75
5322,4.6
5323,3.4
5324,0.930912595225
5325,3.2
5326,4.55
5327,1.65
5328,4.8
5329,4.6
5330,0.9
5331,2.6
5332,6.0
5333,3.05
5334,3.05
5335,1.25
5336,5.65
5337,0.95
5338,8.35
5339,0.319240375981
5340,2.9
5341,3.0
5342,2.85
5343,2.85
5344,0.777777777778
5345,2.86797842336
5346,1.35
5347,2.6
5348,5.4
5349,0.75
5350,0.95
5351,1.84454648774
5352,2.7
5353,5.41666666667
5354,8.17391304348
5355,1.15
5356,6.51457428543
5357,1.33333333333
5358,4.5
5359,5.25
5360,3.3
5361,3.1
5362,4.0518076479
5363,5.1
5364,2.05
5365,4.99537393739
5366,5.79477842767
5367,2.35
5368,6.2
5369,0.5
5370,6.70854990882
5371,2.55
5372,2.73131337467
5373,1.8
5374,2.15
5375,1.8
5376,0.50305813302
5377,1.85
5378,0.85
5379,1.65
5380,0.95
5381,1.4
5382,1.77140705807
5383,3.90909090909
5384,5.5
5385,4.75
5386,1.66666666667
5387,1.45
5388,4.25806451613
5389,2.15
5390,1.2
5391,2.75
5392,3.0
5393,1.45
5394,0.887662799655
5395,0.957721127942
5396,1.915216395
5397,2.7
5398,1.2
5399,0.45
5400,0.925110734494
5401,2.3
5402,5.92857142857
5403,3.5
5404,1.6
5405,1.10477620394
5406,2.55007506036
5407,1.32256727192
5408,2.51462889445
5409,6.7
5410,1.09563673388
5411,1.45
5412,1.6
5413,0.6
5414,3.7
5415,4.1
5416,3.8
5417,6.15
5418,0.95
5419,1.75
5420,4.0
5421,2.2227889885
5422,2.8
5423,0.777777777778
5424,1.8
5425,7.0
5426,2.1
5427,7.8
5428,1.8
5429,1.98083157682
5430,0.65
5431,4.89438737233
5432,0.111111111111
5433,0.340025193273
5434,0.8
5435,4.26023292087
5436,2.35
5437,2.65
5438,3.75
5439,5.8809279495
5440,3.65
5441,1.75
5442,1.66666666667
5443,3.2
5444,1.6
5445,1.0
5446,0.547269215967
5447,4.0
5448,0.7
5449,2.3
